pathway	pval	padj	log2err	ES	NES	size	leadingEdge
HALLMARK_ANDROGEN_RESPONSE	0.00138789492009213	0.00385526366692258	0.45505986738723	-0.37278189029046	-1.58450852173136	91	AKAP12, SELENOP, SLC26A2, HPGD, SGK1, PLPP1, ALDH1A3, IDI1, INSIG1, MERTK, TMPRSS2, DNAJB9, CCND3, MAF, MYL12A, IQGAP2, VAPA, B2M, ELL2, SAT1, HMGCS1, KRT8, ITGAV, GPD1L, CDC14B, PDLIM5, TSC22D1, SLC38A2, RPS6KA3, KRT19, STK39, B4GALT1, INPP4B, UBE2J1, PTK2B, PIAS1, PTPN21, ZMIZ1, HMGCR, TPD52, TMEM50A
HALLMARK_APOPTOSIS	0.00262295911811759	0.0069025239950463	0.431707695803346	-0.33110839860803	-1.49831777300448	136	LUM, EREG, IL1A, EMP1, ATF3, BIRC3, BMF, ISG20, SLC20A1, CDKN1A, CASP7, LGALS3, PPP2R5B, BMP2, IER3, AIFM3, IFNGR1, MCL1, CFLAR, GADD45B, HSPB1, BCL2L10, RHOB, BCL10, VDAC2, SAT1, SC5D, IRF1, CYLD, BCL2L1, TIMP2, RNASEL, GCH1, XIAP, TNFSF10, DDIT3, NEDD9, IL1B, PSEN1, ANXA1, TXNIP, MADD, JUN, DNAJC3, PEA15, HMOX1, BCL2L2, GSN
HALLMARK_P53_PATHWAY	0.00326575941658809	0.00816439854147022	0.431707695803346	-0.299941427385504	-1.40602090192212	182	ZNF365, IL1A, ATF3, CDKN2B, H1-2, STOM, MXD1, HBEGF, UPP1, CDKN1A, RNF19B, TM4SF1, PLK3, KLF4, SLC35D1, TAX1BP3, BMP2, DGKA, IER3, CCND3, PPP1R15A, ABAT, PDGFA, AK1, PTPRE, SFN, BAK1, VAMP8, S100A4, PHLDA3, OSGIN1, ABHD4, SAT1, TGFA, TRAF4, SLC7A11, DDIT3, BLCAP, RAP2B, VDR, WWP1, FUCA1, EPS8L2, S100A10, APAF1, TSC22D1, TCN2, KLK8, TXNIP, PRMT2, TRIB3, JUN, EPHA2, RALGDS
HALLMARK_FATTY_ACID_METABOLISM	0.00848592453648325	0.020204582229722	0.380730400722792	-0.311429955223151	-1.4197451013396	139	CYP1A1, CA4, GPD1, CA2, HPGD, ALDH3A1, VNN1, AQP7, PRDX6, TP53INP2, IDI1, FABP2, ADIPOR2, GABARAPL1, FABP1, SERINC1, HMGCS1, GPD2, PTS, ACOT8, ETFDH, YWHAH, ACAA2, ALDH3A2, MGLL, S100A10, CBR1, HSD17B11, ALDH1A1, EHHADH, UGDH, CPT2, SUCLA2, ALAD, HCCS, ACADS, HADHB, SLC22A5, XIST, G0S2, ALDOA, CD1D, LGALS1, BCKDHB, CRAT, MAOA, LDHA
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.0152653548348563	0.0346939882610371	0.380730400722792	-0.335357354386429	-1.41473432911411	89	RSAD2, IFI44, OASL, ISG20, IL15, IL7, IFI27, OAS1, PARP12, DDX60, MX1, SAMD9, TDRD7, HERC6, ISG15, B2M, SAMD9L, IRF1, TMEM140, EIF2AK2, CCRL2, IFI35, HELZ2, GBP2, TXNIP, MVB12A, PLSCR1, PARP9, BATF2, IRF2, TRIM25, SLC25A28, TENT5A, TRIM21, USP18, CMPK2
HALLMARK_BILE_ACID_METABOLISM	0.0196868242605654	0.0427974440447074	0.352487857583619	-0.340695039204681	-1.43350248633817	82	TTR, HSD3B1, SULT1B1, PAOX, CYP27A1, PEX26, ABCA5, NEDD4, NR1H4, NR1I2, IDI1, ABCA3, APOA1, NR3C2, OPTN, BCAR3, AMACR, PNPLA8, CROT, SLC22A18, ABCG8, SULT2B1, EPHX2, NPC1, SCP2, GCLM, ATXN1, HSD17B11, ALDH1A1, ABCD3
HALLMARK_ESTROGEN_RESPONSE_EARLY	0.0218440569280947	0.0455084519335307	0.352487857583619	-0.268078258435145	-1.24390222642862	167	AREG, RAB31, SLC26A2, PRSS23, UGCG, PDZK1, RHOD, MINDY1, KLF4, ABCA3, TGM2, RETREG1, P2RY2, JAK2, TFF1, ABAT, SLC1A1, CLIC3, THSD4, SFN, SNX24, CLDN7, PAPSS2, PTGES, TFAP2C, SLC2A1, TFF3, MREG, FRK, FAM102A, SLC9A3R1, BHLHE40, KRT8, SULT2B1, SEMA3B, TMEM164, TIPARP, CA12, FHL2, SYT12, TTC39A, KRT15, TJP3, SLC37A1, SEC14L2, KCNK5, KRT19, KLF10, OPN3, B4GALT1, RAPGEFL1, NBL1, TUBB2B, SLC22A5, FOXC1, KRT13, IL6ST, SLC27A2, ENDOD1, HES1
HALLMARK_ADIPOGENESIS	0.0379072773956087	0.0758145547912174	0.321775918075361	-0.260554622334305	-1.22117104176623	176	STOM, CCNG2, PPARG, ANGPTL4, SSPN, MIGA2, ADIPOR2, ATP1B3, DNAJB9, IFNGR1, RIOK3, SULT1A1, NABP1, DGAT1, MAP4K3, ADCY6, LAMA4, TANK, SOWAHC, C3, GHITM, TST, GPD2, ARL4A, EPHX2, PPM1B, SNCG, ACAA2, SCP2, MGLL, PIM3, ALDH2, UBC, G3BP2, CMPK1, MYLK, DHRS7, RNF11, MGST3, CPT2, ESRRA, COX7B, PHYH, ACADS, ALDOA, DRAM2, CRAT, PPP1R15B, BCL2L13, IDH3A, DECR1, ELMOD3, ME1, DNAJC15, ACOX1, SLC25A1, ACO2, GADD45A, ITSN1, UQCRC1, COX6A1, IDH3G, CHUK, RETSAT, TOB1
HALLMARK_IL2_STAT5_SIGNALING	0.0575104761470997	0.110558319513543	0.321775918075361	-0.266253127779903	-1.20955624754243	144	EMP1, PIM1, IL3RA, CA2, ENPP1, MXD1, SMPDL3A, MAFF, ST3GAL4, SOCS2, P2RX4, PLPP1, IL18R1, ABCB1, KLF6, SNX9, RRAGD, BMP2, TGM2, CCND3, IFNGR1, FAM126B, AMACR, LRRC8C, GADD45B, RHOB, GABARAPL1, IKZF2, HK2, BHLHE40, TNFRSF21, BCL2L1, IRF6, WLS, NFIL3, TNFSF10, ARL4A, ITGAV, CDKN1C, CDC42SE2, ANXA4, NT5E, CTSZ, PLSCR1, TTC39B, SNX14, CAPG, MYO1E, SERPINB6, P4HA1, ADAM19, RABGAP1L, GALM, PLEC, SWAP70, NCOA3, FURIN, DHRS3
HALLMARK_WNT_BETA_CATENIN_SIGNALING	0.0597014925373134	0.110558319513543	0.224966093540314	0.461023886680124	1.41822698947489	36	, SKP2, NOTCH1, DLL1, TP53, PTCH1, KAT2A, MYC
HALLMARK_APICAL_SURFACE	0.0771558245083207	0.137778258050573	0.197822021315103	0.474673256852373	1.38423969045009	28	, CX3CL1, BRCA1, EPHB4, CROCC
HALLMARK_PROTEIN_SECRETION	0.087396517144365	0.150683650248905	0.287805130535564	-0.285866386001007	-1.23480117898326	95	DST, SSPN, NAPG, STX7, RAB9A, STX12, RAB5A, CAV2, ARFGAP3, RAB22A, AP3S1, YKT6, TSG101, VPS4B, PAM, CLN5, TSPAN8, CD63, GOLGA4, RPS6KA3, YIPF6, VAMP3, SNAP23, ARF1, ARFGEF2, ADAM10, GALC, TPD52, MAPK1, ATP6V1H, VAMP4, RAB14, KIF1B, ARFGEF1, RER1, ARFIP1, NAPA, ARCN1, SEC24D, CLCN3, KRT18, RAB2A, AP2M1, AP1G1, LAMP2, SEC31A, COPE, OCRL, CLTC, SEC22B, TMED10
HALLMARK_COAGULATION	0.137795275590551	0.229658792650919	0.241339976815091	-0.290282833428586	-1.2056825909429	76	MMP1, PDGFB, C8G, PRSS23, THBS1, MAFF, CTSO, MST1, MEP1A, APOA1, DUSP6, CAPN2, GNG12, GDA, C3, F3, WDR1, CD9, KLF7, ANXA1, KLK8, CAPN5
HALLMARK_IL6_JAK_STAT3_SIGNALING	0.144827586206897	0.229779411764706	0.219250346703755	-0.308758900305693	-1.22391388703755	58	PIM1, IL3RA, IL7, IL18R1, ACVRL1, IFNGR2, IFNGR1, BAK1, TNFRSF21, IRF1, STAM2, MYD88, IL2RG, SOCS3, IL1B, CD9, CXCL1, TNFRSF1A, JUN, GRB2, HMOX1, IL6ST, IL13RA1
HALLMARK_TGF_BETA_SIGNALING	0.147058823529412	0.229779411764706	0.211400189384923	-0.312982745775295	-1.19841029120969	51	RAB31, ID1, SLC20A1, THBS1, IFNGR2, BMP2, PPP1R15A, BCAR3, JUNB, XIAP, PPM1A, CDKN1C, KLF10, SMURF1, SMURF2, FURIN, CTNNB1, TJP1, CDH1, ACVR1, SMAD3, RHOA, CDK9, SMAD7, APC, PPP1CA, UBE2D3, BMPR1A, SMAD1, SKIL
HALLMARK_MYOGENESIS	0.15625	0.236742424242424	0.241339976815091	-0.26568803229981	-1.15898381975217	105	ACHE, IGFBP3, CHRNA1, HBEGF, CDKN1A, VIPR1, FKBP1B, SSPN, AK1, BDKRB2, GADD45B, SLC6A8, MAPRE3, TNNC1, PC, CKB, BHLHE40, FDPS, MEF2C, KIFC3, MEF2D, OCEL1, LARGE1, PKIA, MYLK, MEF2A, ITGB1, GABARAPL2, FGF2, NQO1, DAPK2, GSN, CRAT
HALLMARK_ESTROGEN_RESPONSE_LATE	0.186826347305389	0.274744628390278	0.106323255932708	0.304618647897717	1.17090965719763	165	TOP2A, CELSR2, KIF20A, GINS2, CDC20, FABP5, RNASEH2A, HR, PLK4, XRCC3, IL17RB, NXT1, CYP26B1, CD44, TIAM1, ARL3, HSPA4L, STIL, CDC6, MYB, METTL3, HMGCS2, PPIF, SLC1A4, WFS1, SLC29A1, MEST, BTG3
HALLMARK_ANGIOGENESIS	0.217729393468118	0.294228910092052	0.11331290842208	0.451386662560215	1.22635842293227	20	, LPL
HALLMARK_HEDGEHOG_SIGNALING	0.215716486902928	0.294228910092052	0.11331290842208	0.43703847163744	1.20975538355796	22	, ADGRG1, PTCH1
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.207594936708861	0.294228910092052	0.103197466945307	0.317245637112656	1.1740087037453	112	, H2AX, NOLC1, DKC1, EXOSC2, GEMIN4, EXOSC9, EXOSC5, DDX10, NOP14, NOP56, NPM1, SLC1A4, WFS1, IARS1, KHSRP, NHP2, RRP9, SRPRB, EIF4EBP1, RPS14, BANF1, TTC37, FUS, IMP3, EEF2, EXOSC1
HALLMARK_PANCREAS_BETA_CELLS	0.272727272727273	0.358851674641148	0.140406238523342	-0.361323553631392	-1.16786641717109	24	GCG, SLC2A2, PCSK1, PKLR, CHGA
HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.306970509383378	0.393551935106895	0.0838361057159929	0.309637528113777	1.10353922490607	92	, LCK, CDK1, CDK4, NOD1, CDK2, E2F1, TIAM1
HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.330708661417323	0.413385826771654	0.151148761385484	-0.255979240286829	-1.05045405200509	73	ATF3, ADH4, LGALS3, ERRFI1, PPARG, IDI1, PLAUR, MAL2, ACSS2, CPEB2, MVD, SC5D, STARD4, ANTXR2, ETHE1, HMGCS1, FDPS, NFIL3, SEMA3B, CD9, TRIB3, PLSCR1, S100A11, ALDOC, SQLE, GNAI1, CYP51A1, LSS, HMGCR, LDLR, CTNNB1
HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.357615894039735	0.436116943950896	0.191892240384838	-0.213949985618556	-1.02627585824807	199	MPC1, CASP7, ALAS1, PDP1, ATP6V1D, ATP6V1E1, VDAC2, SLC25A20, MAOB, ATP1B1, ETFDH, OGDH, ACAA2, MFN2, MGST3, SUCLA2, COX7B, PHYH, HCCS, HADHB, PDK4, NQO2, COX17, LDHA, IDH3A, DECR1, ATP5PF, ETFA, ATP6AP1, ATP6V1H, NDUFA1, SDHA, ATP6V1G1, CYCS, ATP6V0B, CYB5R3, ACO2, HADHA, FDX1, COX7A2, VDAC1, UQCRC1, COX6A1, ACAA1, IDH3G, GLUD1, COX5B, RETSAT, NDUFB3, SDHD, NDUFS1, NDUFS2, IDH1, RHOT1, NDUFS3, ACADVL, COX7C, NDUFV2, NDUFA6, MTRF1, ECHS1, SLC25A3, COX6C, ATP5MC3, GPX4, COX6B1, ATP6V1C1, COX8A, TCIRG1, ATP5F1D, UQCR10, ATP5MF, NDUFB1, ATP5F1B, NDUFB2, COX4I1, SDHB, ATP5MG, TIMM17A, POR, ISCU, DLD, UQCRFS1, NDUFS7, ATP6V0E1
HALLMARK_UV_RESPONSE_UP	0.390862944162437	0.465313028764805	0.158514105424824	-0.228577325718909	-1.02873326625773	131	CYP1A1, ATF3, CDKN2B, CA2, CCK, NR4A1, ABCB1, BMP2, GLS, C4BPB, CCND3, STARD3, EPCAM, SULT1A1, ALAS1, DGAT1, CLCN2, SLC6A8, JUNB, BAK1, RHOB, CLTB, IRF1, TST, GCH1, YKT6, CDKN1C, CEBPG, MGAT1, ICAM1, PRKCD
HALLMARK_KRAS_SIGNALING_DN	0.414666666666667	0.482170542635659	0.0679922591544058	0.294049588289934	1.03492452414425	81	CELSR2, PRODH, GAMT, NR4A2, KRT4, IGFBP2, MACROH2A2, LFNG, UPK3B, CCDC106, BARD1, PDE6B, C5, IDUA, CLDN16, ZC2HC1C, CLSTN3, SPTBN2, COQ8A
HALLMARK_UV_RESPONSE_DN	0.470319634703196	0.534454130344541	0.135002033828631	-0.223738681055658	-0.991334454772189	115	ID1, DUSP1, PMP22, PTPRM, KALRN, PPARG, INSIG1, KCNMA1, SRI, RND3, NEK7, GRK5, SLC22A18, BHLHE40, DAB2, F3, NR3C1, ATP2B1, ACVR2A, MGLL, FHL2, CCN1, ATXN1, TFPI, PDLIM5, ANXA4
