geneName	geneId	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
PKMYT1	9088	60.6031452824278	1.83420934292118	0.565533165789693	3.24332763112124	0.00118142271481156	0.0107639993935935
POLE2	5427	66.4341215149808	1.82342987441518	0.484590568888428	3.76282575741793	0.00016800425815457	0.00236795708700247
OIP5	11339	122.054877628989	1.81772365776226	0.374963810103436	4.84773092438131	1.24881625593018e-06	4.27934311192161e-05
RNASEH2A	10535	329.982047255352	1.81600589389572	0.258200824668013	7.03330787665256	2.01693635199662e-12	4.08209008865816e-10
MTBP	27085	29.8465184693836	1.81546488182018	0.704640492269627	2.57644132254254	0.00998231467009228	0.0538529454067911
TYMS	7298	987.515212442442	1.81362662437177	0.243489395372267	7.4484830092865	9.44195872376256e-14	2.7795838942931e-11
PARPBP	55010	225.085344343088	1.81332821228765	0.30410087405347	5.96291680493101	2.47774593671806e-09	2.2287668832159e-07
SKP2	6502	398.835013058668	1.8081749695694	0.261722750749649	6.90874203480692	4.88970180194493e-12	9.17917499139024e-10
TRIL	9865	20.778091725314	1.80620502443501	0.781606924791109	2.31088667096665	0.0208391154843852	0.0923781871557981
MTFR2	113115	79.3749295447762	1.80393586282606	0.501540696289835	3.59678860792502	0.000322170093367164	0.00395926870909381
SPAG5	10615	130.240886485721	1.79907842787156	0.469122489693722	3.83498652781736	0.000125571177104712	0.00189130634539225
AQP5	362	162.812996366347	1.78434331617898	0.459794498677782	3.88074089905417	0.000104138738217193	0.00160967670182255
MCM5	4174	365.453234322896	1.77944636930293	0.307743299653148	5.78224244462355	7.37113708375262e-09	5.73158265621414e-07
LINC01605	100507420	28.4616020913844	1.77789531487023	0.691497762200398	2.57107891313029	0.0101382222638713	0.0543544672946708
ESCO2	157570	259.427120592385	1.76480552302022	0.373050086744842	4.7307468506965	2.23695331818782e-06	6.94850271714312e-05
KIFC1	3833	336.859186026441	1.76354339186207	0.347843330598806	5.06993590714004	3.97949692138126e-07	1.71821412075505e-05
ASPM	259266	79.0789970120199	1.75903172192525	0.601723049648866	2.92332448117407	0.00346315411810884	0.0242215093368595
SNHG19	100507303	101.41077147273	1.73921085980536	0.401500724157031	4.33177515048551	1.47911953302408e-05	0.0003252807353355
NPM3	10360	401.992241468597	1.7379191421635	0.259881670586673	6.68734789275525	2.27251210438924e-11	3.63405546767332e-09
WDHD1	11169	120.475139056129	1.73747496527624	0.422765386617848	4.10978528582048	3.96027178122501e-05	0.000720469106491679
RNF157	114804	59.0547114328329	1.70947313005809	0.507679196093732	3.36723100574417	0.000759270581573551	0.00771964822851037
TRIP13	9319	213.517871176649	1.70876037667935	0.340700151074221	5.01543768410922	5.29128726783674e-07	2.14852802446048e-05
SPATC1L	84221	29.3174612285274	1.69474697994672	0.7312896033883	2.31747719657767	0.020477751433403	0.0912133130388135
BAG2	9532	107.743113581941	1.6919007200131	0.377053948282291	4.48715821096882	7.21794751900674e-06	0.00018189508601886
BRCA1	672	84.335984525652	1.6916644570334	0.519497573518448	3.25634717709288	0.0011285566495846	0.0104415673443353
IQGAP3	128239	275.896280141718	1.68659263392976	0.380894982622947	4.42797282945399	9.51228806191805e-06	0.00022944630775796
DNMT1	1786	213.246424943618	1.68531045843954	0.461660522430083	3.6505405521105	0.000261688987091342	0.00336609478629012
TMEM132A	54972	53.3971078257439	1.67619158083455	0.5194818328822	3.22666063514613	0.00125243908608709	0.011252325072647
CCNE2	9134	112.408757213178	1.67348766995482	0.385860650885726	4.33702598622949	1.44423555449806e-05	0.000320328478380365
GTSE1	51512	121.529179163865	1.66899030744472	0.438197033913535	3.8087667836064	0.000139661606228918	0.00207220708531865
HTRA1	5654	49.5658401206747	1.66048163147615	0.52536695094214	3.16061303151713	0.00157437506621059	0.0135052186971031
FBXO5	26271	154.194073994172	1.65505096152025	0.388353341860841	4.26171422547795	2.02864757214965e-05	0.000419761533579144
TMEM201	199953	40.30738289493	1.65303227690821	0.691022738613756	2.39215323105621	0.0167498477637375	0.0790432102212738
TACC3	10460	272.016325168622	1.65299061133366	0.334899254654915	4.93578468258143	7.98291415880229e-07	3.05022675808159e-05
PLEKHB1	58473	96.1456207659659	1.65290426209307	0.392468245355006	4.21156178023509	2.53611171495003e-05	0.000503066692859842
UCP2	7351	379.967319091042	1.64879499929329	0.249505823790924	6.60824254216575	3.88909158471436e-11	5.92651803491824e-09
CDK4	1019	1274.50993553727	1.6468882480058	0.190498220432205	8.64516342603786	5.37283435233843e-18	3.1633783348109e-15
MCM4	4173	578.260454571828	1.64110053671721	0.291644623455451	5.62705568603733	1.83311563656105e-08	1.21144626736609e-06
CIT	11113	144.13388046007	1.64014322985934	0.474705986054075	3.45507172448528	0.000550146449206472	0.00605441542614396
HR	55806	60.5132582477786	1.63970184270114	0.595268816583695	2.75455692792972	0.00587716646530205	0.0360449513376219
FIGNL1	63979	192.047937653175	1.63781558915287	0.32077606693911	5.10579110462055	3.29413439238907e-07	1.46126447892519e-05
CA8	767	70.5372842319262	1.6332824054792	0.489077489260904	3.33951662332165	0.000839243279616043	0.00834283822015856
CENPH	64946	105.125641120702	1.62686544478045	0.493142865059492	3.29897390806655	0.000970389304078444	0.00938018854905081
ABCC4	10257	57.9939118174388	1.61507398001574	0.518459204726867	3.11514187672025	0.00183856453988244	0.0151014118485081
PLK4	10733	156.158210090665	1.61491827719743	0.398863034456601	4.0488040697919	5.14800187644714e-05	0.000899892959590011
ASRGL1	80150	66.6851727109097	1.60979171877314	0.548159700117668	2.93672029962725	0.00331703127825543	0.0235169710712877
ITGA9-AS1	101928153	32.2171472126726	1.60472843286277	0.621185914127565	2.58333036272491	0.00978515746630182	0.0530322781008399
ADH1B	125	106.938016447653	1.60348065387668	0.416256273829142	3.85214771449871	0.000117086353867057	0.00178425828428234
TNS4	84951	142.998517326196	1.60002147584493	0.370444570244032	4.31919267919329	1.56601015097091e-05	0.000340008248663304
CEP78	84131	149.533416995292	1.59589613447068	0.361871938369807	4.41011298543903	1.03316698746534e-05	0.000245552513553
MDC1	9656	92.7430965421608	1.58787798958273	0.446587743673641	3.55557896981411	0.000377147638111019	0.00447195648887016
FEN1	2237	244.805588102242	1.58777530229578	0.316539122839651	5.01604758379297	5.27452707166904e-07	2.14845752073362e-05
AIF1L	83543	99.2513077456391	1.58672280668344	0.383155534591732	4.14119766891573	3.45497050257747e-05	0.000646820019144912
SPC24	147841	80.554157001236	1.58583722983842	0.417270291580006	3.8005035628911	0.000144402341723628	0.00212550401402972
SMOC2	64094	224.464552878811	1.58367093830236	0.318409711351412	4.97368918674264	6.56906031469118e-07	2.57066580834426e-05
EXTL2	2135	78.0109945801895	1.56867379288945	0.417620612219669	3.75621735850607	0.000172500887380186	0.00241220684504078
PARVB	29780	131.897843070137	1.55628178891747	0.329889422554143	4.71758620469877	2.38659286284937e-06	7.36036603630664e-05
LMNB1	4001	694.95497982421	1.55576951840421	0.642009806837631	2.42327999017261	0.0153810668223711	0.074229120175176
AUNIP	79000	44.2115190489916	1.54939215365018	0.553669317061628	2.79840711035414	0.00513553385038524	0.0324807470527539
MCM3	4172	601.00496922359	1.54816619644139	0.243173802551667	6.36650075047641	1.93389354559731e-10	2.45585520550215e-08
CHAF1B	8208	113.65640736427	1.54789430410987	0.428098483103574	3.61574349175018	0.000299486818875953	0.0037582561542496
SLC7A2	6542	47.8747020053146	1.54170194553644	0.520283308785209	2.9631970111363	0.00304461634754124	0.0221804924351528
CDCA4	55038	168.620358392462	1.53687709978332	0.366787030417472	4.19010753470227	2.78822284752373e-05	0.00054391341180685
GRAMD1A	57655	29.2275890423693	1.53442337869405	0.671204629559338	2.28607389031485	0.0222499361715107	0.0969728880314864
SNHG3	8420	317.323005783733	1.53038600045306	0.296777814484901	5.15667251984204	2.51376876511068e-07	1.16705544137916e-05
